ID,Name,Industry,Inception,Employees,State,City,Revenue,Expenses,Profit,Growth
5334,Allpossible,Health,2010,401,OH,Tysons Corner,"$6,055,864","7,237,615 Dollars",,21%
5335,Comparejson,Software,2008,302,MN,Naples,"$4,359,622","2,005,427 Dollars",,56%
5336,Pickledcanoeing,Construction,2017,11,DC,San Antonio,"$226,861","3,330,1061 Dollars",,14%
5337,Assurehelp,Retail,2006,215,CA,New York,"$10,829,667","9,331,653 Dollars",,15%
5338,Shrimpssecurity,Software,2015,220,ME,Columbia,"$16,465,019","7,065,575 Dollars",,46%
5339,Rawfishcomplete,IT Services,2019,438,MN,Chicago,"$7,222,914","2,563,732 Dollars",,90%
5340,Buretteadmirable,IT Services,2011,463,TX,Austin,"$15,132,363","765,856 Dollars",,65%
5341,Inventtremendous,Retail,2007,222,MI,Austin,"$10,510,980","5,929,1061 Dollars",,14%
5342,Overviewparrot,IT Services,2007,379,CA,Los Angeles,"$5,219,796","1,417,889 Dollars",,81%
5343,Belaguerra,Construction,2013,170,WI,San Bernardino,"$5,465,291","3,439,461 Dollars",,9%
5344,Allpossible,IT Services,2021,271,OH,Norcross,"$18,514,280","6,500,933 Dollars",,65%
5345,Comparejson,Health,2013,406,PA,Lake Oswego,"$5,078,625","7,237,616 Dollars",,23%
5346,Pickledcanoeing,Retail,2018,189,NV,Austin,"$10,365,159","2,005,428 Dollars",,10%
5347,Assurehelp,Health,2012,390,NC,Oxnard,"$16,158,031","3,330,1062 Dollars",,17%
5348,Shrimpssecurity,Financial Services,2021,237,VA,Irvine,"$5,588,152","9,331,654 Dollars",,9%
5349,Rawfishcomplete,IT Services,2017,326,MD,Hawthorne,"$7,681,568","7,065,576 Dollars",,80%
5350,Buretteadmirable,IT Services,2008,450,TX,Denver,"$17,466,136","2,563,733 Dollars",,75%
5351,Inventtremendous,Health,2020,214,IL,Houston,"$9,557,676","765,857 Dollars",,8%
5352,Overviewparrot,Financial Services,2018,176,OH,Bethesda,"$13,579,441","5,929,1062 Dollars",,11%
5353,Belaguerra,Health,2022,344,MN,San Antonio,"$13,886,098","1,417,890 Dollars",,26%
5354,Allpossible,Retail,2008,10,DC,Woodstock,"$13,584,721","3,439,462 Dollars",,12%
5355,Comparejson,Health,2007,450,CA,Tucson,"$16,683,983","6,500,934 Dollars",,8%
5356,Pickledcanoeing,Financial Services,2019,474,ME,Greenbelt,"$18,701,022","7,237,617 Dollars",,13%
5357,Assurehelp,IT Services,2019,223,MN,Chandler,"$10,719,791","2,005,429 Dollars",,82%
5358,Shrimpssecurity,Retail,2014,378,TX,Carlsbad,"$12,705,079","3,330,1063 Dollars",,11%
5359,Rawfishcomplete,Construction,2009,246,MI,Reston,"$15,006,789","9,331,655 Dollars",,12%
5360,Buretteadmirable,Construction,2022,334,CA,Lindon,"$2,041,800","7,065,577 Dollars",,13%
5361,Inventtremendous,Retail,2007,12,WI,Houston,"$19,120,591","2,563,734 Dollars",,13%
5362,Overviewparrot,IT Services,2014,56,OH,Herndon,"$9,672,916","765,858 Dollars",,61%
5363,Belaguerra,Construction,2016,11,PA,Minneapolis,"$7,315,030","5,929,1063 Dollars",,13%
5364,Allpossible,Financial Services,2005,436,NV,Lehi,"$864,972","1,417,891 Dollars",,14%
5365,Comparejson,IT Services,2009,4,NC,Washington,"$14,178,368","3,439,463 Dollars",,85%
5366,Pickledcanoeing,IT Services,2013,302,VA,Columbus,"$4,500,796","6,500,935 Dollars",,62%
5367,Assurehelp,IT Services,2006,289,MD,Houston,"$5,433,800","7,237,618 Dollars",,63%
5368,Shrimpssecurity,Retail,2015,3,TX,Highlands Ranch,"$8,723,835","2,005,430 Dollars",,13%
5369,Rawfishcomplete,Software,2019,150,IL,Fort Lauderdale,"$963,278","3,330,1064 Dollars",,42%
5370,Buretteadmirable,Construction,2010,10,OH,New York,"$19,787,789","9,331,656 Dollars",,18%
5371,Inventtremendous,Construction,2020,14,MN,Alpharetta,"$15,742,613","7,065,578 Dollars",,15%
5372,Overviewparrot,Financial Services,2014,220,DC,Scottsdale,"$5,133,854","2,563,735 Dollars",,14%
5373,Belaguerra,Software,2022,495,CA,Humble,"$7,008,222","765,859 Dollars",,45%
5374,Allpossible,IT Services,2017,100,ME,Whitestone,"$7,828,017","5,929,1064 Dollars",,87%
5375,Comparejson,Health,2014,240,MN,Brooklyn,"$13,881,082","1,417,892 Dollars",,17%
5376,Pickledcanoeing,Health,2009,156,TX,Nashville,"$15,773,729","3,439,464 Dollars",,24%
5377,Assurehelp,IT Services,2008,280,MI,Las Vegas,"$2,836,809","6,500,936 Dollars",,73%
5378,Shrimpssecurity,Health,2010,492,CA,Mauldin,"$1,244,354","7,237,619 Dollars",,3%
5379,Rawfishcomplete,Retail,2005,41,WI,New York,"$8,394,073","2,005,431 Dollars",,12%
5380,Buretteadmirable,Retail,2012,92,OH,Denver,"$8,907,985","3,330,1065 Dollars",,13%
5381,Inventtremendous,Construction,2017,345,PA,Woodstock,"$9,691,001","9,331,657 Dollars",,2%
5382,Overviewparrot,Retail,2022,287,NV,Commerce Township,"$3,042,708","7,065,579 Dollars",,13%
5383,Belaguerra,IT Services,2022,176,NC,Huntington Beach,"$10,863,893","2,563,736 Dollars",,87%
5384,Allpossible,IT Services,2021,259,VA,Bethesda,"$10,112,917","765,860 Dollars",,75%
5385,Comparejson,IT Services,2009,68,MD,Philadelphia,"$11,291,620","5,929,1065 Dollars",,78%
5386,Pickledcanoeing,IT Services,2014,252,TX,Suwanee,"$7,599,741","1,417,893 Dollars",,77%
5387,Assurehelp,Health,2009,266,IL,Memphis,"$10,347,638","3,439,465 Dollars",,20%
5388,Shrimpssecurity,IT Services,2014,151,OH,Allentown,"$11,163,761","6,500,937 Dollars",,88%
5389,Rawfishcomplete,Software,2005,355,MN,Reston,"$17,646,535","7,237,620 Dollars",,47%
5390,Buretteadmirable,IT Services,2017,413,DC,Nashville,"$14,034,627","2,005,432 Dollars",,65%
5391,Inventtremendous,Construction,2018,133,CA,Phoenix,"$7,407,752","3,330,1066 Dollars",,13%
5392,Overviewparrot,Financial Services,2009,319,ME,West Des Moines,"$19,855,441","9,331,658 Dollars",,8%
5393,Belaguerra,IT Services,2015,326,MN,Marietta,"$12,143,840","7,065,580 Dollars",,63%
5394,Allpossible,Software,2012,101,TX,Alexandria,"$1,384,383","2,563,737 Dollars",,63%
5395,Comparejson,Retail,2017,27,MI,Nashville,"$16,205,566","765,861 Dollars",,13%
5396,Pickledcanoeing,Financial Services,2022,342,CA,Minneapolis,"$7,019,048","5,929,1066 Dollars",,13%
5397,Assurehelp,Health,2012,273,WI,Deerfield Beach,"$1,796,146","1,417,894 Dollars",,24%
5398,Shrimpssecurity,Financial Services,2014,91,OH,Erlanger,"$18,827,421","3,439,466 Dollars",,10%
5399,Rawfishcomplete,Financial Services,2011,151,PA,Roseville,"$4,873,062","6,500,938 Dollars",,5%
5400,Buretteadmirable,Construction,2019,442,NV,Houston,"$7,776,642","7,237,621 Dollars",,4%
5401,Inventtremendous,Health,2013,52,NC,Sunrise,"$5,289,947","2,005,433 Dollars",,16%
5402,Overviewparrot,IT Services,2008,448,VA,Falls Church,"$6,845,552","3,330,1067 Dollars",,80%
5403,Belaguerra,IT Services,2005,286,MD,El Segundo,"$17,477,108","9,331,659 Dollars",,64%
5404,Allpossible,Financial Services,2011,36,TX,Melville,"$14,299,264","7,065,581 Dollars",,11%
5405,Comparejson,Software,2020,284,IL,atlanta,"$7,149,193","2,563,738 Dollars",,59%
5406,Pickledcanoeing,Software,2013,34,OH,Ontario,"$5,980,053","765,862 Dollars",,44%
5407,Assurehelp,Health,2008,60,MN,Tampa,"$3,733,886","5,929,1067 Dollars",,20%
5408,Shrimpssecurity,IT Services,2013,265,DC,Portland,"$19,472,446","1,417,895 Dollars",,84%
5409,Rawfishcomplete,Software,2005,142,CA,Greenbelt,"$19,396,130","3,439,467 Dollars",,65%
5410,Buretteadmirable,Health,2018,171,ME,Tampa,"$11,673,830","6,500,939 Dollars",,16%
5411,Inventtremendous,Government Services,2022,161,MN,Niagara Falls,"$5,228,841","7,237,622 Dollars",,12%
5412,Overviewparrot,Software,2008,351,TX,Kentwood,"$7,388,771","2,005,434 Dollars",,65%
5413,Belaguerra,Health,2013,412,MI,Bridgeview,"$5,582,715","3,330,1068 Dollars",,9%
5414,Allpossible,Health,2019,175,CA,Columbus,"$4,463,528","9,331,660 Dollars",,26%
5415,Comparejson,IT Services,2020,86,WI,Latham,"$13,983,414","7,065,582 Dollars",,74%
5416,Pickledcanoeing,Health,2019,380,OH,Carrollton,"$4,617,015","2,563,739 Dollars",,23%
5417,Assurehelp,IT Services,2009,387,PA,St. Louis,"$5,320,418","765,863 Dollars",,68%
5418,Shrimpssecurity,Financial Services,2008,9,NV,Dallas,"$14,227,726","5,929,1068 Dollars",,9%
5419,Rawfishcomplete,Health,2015,8,NC,New York,"$9,732,994","1,417,896 Dollars",,28%
5420,Buretteadmirable,IT Services,2021,102,VA,Shillington,"$12,117,973","3,439,468 Dollars",,75%
5421,Inventtremendous,Retail,2022,398,MD,Plano,"$328,162","6,500,940 Dollars",,10%
5422,Overviewparrot,Health,2019,140,TX,Oklahoma City,"$10,367,353","7,237,623 Dollars",,26%
5423,Belaguerra,Government Services,2019,328,IL,Kennesaw,"$17,146,973","2,005,435 Dollars",,6%
5424,Allpossible,Construction,2017,85,OH,Cleveland,"$7,379,143","3,330,1069 Dollars",,26%
5425,Comparejson,Software,2016,262,MN,Jamestown,"$4,096,247","9,331,661 Dollars",,48%
5426,Pickledcanoeing,IT Services,2012,317,DC,Allentown,"$4,809,444","7,065,583 Dollars",,88%
5427,Assurehelp,IT Services,2014,412,CA,Tampa,"$19,528,778","2,563,740 Dollars",,86%
5428,Shrimpssecurity,Financial Services,2020,313,ME,Santa Clara,"$17,035,174","765,864 Dollars",,11%
5429,Rawfishcomplete,IT Services,2016,169,MN,Herndon,"$8,894,168","5,929,1069 Dollars",,74%
5430,Buretteadmirable,Software,2020,361,TX,Chicago,"$18,169,473","1,417,897 Dollars",,50%
5431,Inventtremendous,Financial Services,2009,128,MI,Madison,"$8,076,834","3,439,469 Dollars",,13%
5432,Overviewparrot,Government Services,2022,290,CA,Coeur d Alene,"$2,105,189","6,500,941 Dollars",,14%
5433,Belaguerra,IT Services,2006,196,WI,Minneapolis,"$4,600,771","7,237,624 Dollars",,90%
5434,Allpossible,IT Services,2016,206,OH,Lehi,"$3,621,296","2,005,436 Dollars",,82%
5435,Comparejson,IT Services,2011,263,PA,Glen Allen,"$1,148,353","3,330,1070 Dollars",,60%
5436,Pickledcanoeing,IT Services,2009,82,NV,Denver,"$7,116,398","9,331,662 Dollars",,77%
5437,Assurehelp,Health,2017,475,NC,Santa Clara,"$9,791,153","7,065,584 Dollars",,24%
5438,Shrimpssecurity,Retail,2012,485,VA,Sarasota,"$18,765,606","2,563,741 Dollars",,11%
5439,Rawfishcomplete,Financial Services,2015,263,MD,Bellevue,"$1,846,211","765,865 Dollars",,9%
5440,Buretteadmirable,IT Services,2007,385,TX,Orlando,"$19,110,809","5,929,1070 Dollars",,70%
5441,Inventtremendous,Financial Services,2022,346,IL,Mansfield,"$16,958,884","1,417,898 Dollars",,6%
5442,Overviewparrot,Health,2007,68,OH,Bethesda,"$2,072,344","3,439,470 Dollars",,23%
5443,Belaguerra,Retail,2015,312,MN,Fort Worth,"$1,457,245","6,500,942 Dollars",,12%
5444,Allpossible,IT Services,2011,318,DC,San Diego,"$7,906,911","7,237,625 Dollars",,68%
5445,Comparejson,Health,2011,321,CA,Columbus,"$2,195,401","2,005,437 Dollars",,11%
5446,Pickledcanoeing,Retail,2012,127,ME,Durham,"$3,995,943","3,330,1071 Dollars",,11%
5447,Assurehelp,Health,2015,84,MN,North Wales,"$9,937,699","9,331,663 Dollars",,9%
5448,Shrimpssecurity,Government Services,2019,128,TX,Nashville,"$5,373,387","7,065,585 Dollars",,5%
5449,Rawfishcomplete,IT Services,2005,413,MI,South Plainfield,"$2,679,816","2,563,742 Dollars",,81%
5450,Buretteadmirable,IT Services,2015,111,CA,Cambridge,"$10,902,366","765,866 Dollars",,80%
5451,Inventtremendous,Financial Services,2014,212,WI,Boca Raton,"$5,756,792","5,929,1071 Dollars",,7%
5452,Overviewparrot,IT Services,2014,94,OH,Rockville,"$2,193,235","1,417,899 Dollars",,85%
5453,Belaguerra,IT Services,2022,427,PA,Rolling Meadows,"$9,053,819","3,439,471 Dollars",,84%
5454,Allpossible,Financial Services,2007,359,NV,Haltom City,"$5,370,888","6,500,943 Dollars",,7%
5455,Comparejson,Health,2010,244,NC,Huntsville,"$13,139,577","7,237,626 Dollars",,24%
5456,Pickledcanoeing,Health,2010,131,VA,Springfield,"$5,858,655","2,005,438 Dollars",,27%
5457,Assurehelp,Financial Services,2010,170,MD,Weston,"$5,303,303","3,330,1072 Dollars",,12%
5458,Shrimpssecurity,Government Services,2007,144,TX,Tampa,"$4,423,406","9,331,664 Dollars",,14%
5459,Rawfishcomplete,IT Services,2005,425,IL,St. Louis,"$16,102,190","7,065,586 Dollars",,67%
5460,Buretteadmirable,IT Services,2012,142,OH,Carrollton,"$14,471,509","2,563,743 Dollars",,76%
5461,Inventtremendous,Health,2014,174,MN,Tulsa,"$13,779,609","765,867 Dollars",,12%
5462,Overviewparrot,IT Services,2010,214,DC,Davidson,"$7,397,007","5,929,1072 Dollars",,73%
5463,Belaguerra,Retail,2007,353,CA,Westfield,"$13,111,798","1,417,900 Dollars",,13%
5464,Allpossible,IT Services,2021,314,ME,Durham,"$15,727,771","3,439,472 Dollars",,84%
5465,Comparejson,Financial Services,2020,87,MN,San Ramon,"$11,454,211","6,500,944 Dollars",,7%
5466,Pickledcanoeing,IT Services,2017,308,TX,Brookfield,"$11,165,364","7,237,627 Dollars",,63%
5467,Assurehelp,Health,2015,128,MI,Clifton Park,"$11,272,794","2,005,439 Dollars",,24%
5468,Shrimpssecurity,Construction,2020,12,CA,San Diego,"$16,022,898","3,330,1073 Dollars",,14%
5469,Rawfishcomplete,Health,2006,478,WI,Wauwatosa,"$7,545,818","9,331,665 Dollars",,26%
5470,Buretteadmirable,Retail,2014,121,OH,San Diego,"$8,313,278","7,065,587 Dollars",,10%
5471,Inventtremendous,Retail,2022,473,PA,Seattle,"$440,187","2,563,744 Dollars",,14%
5472,Overviewparrot,Health,2006,412,NV,Austin,"$12,937,079","765,868 Dollars",,3%
5473,Belaguerra,Government Services,2015,156,NC,Indianapolis,"$8,081,757","5,929,1073 Dollars",,7%
5474,Allpossible,IT Services,2009,131,VA,New York,"$2,573,474","1,417,901 Dollars",,69%
5475,Comparejson,Construction,2013,252,MD,Reston,"$13,503,062","3,439,473 Dollars",,10%
5476,Pickledcanoeing,IT Services,2010,94,TX,Coralville,"$8,509,472","6,500,945 Dollars",,90%
5477,Assurehelp,Financial Services,2017,224,IL,San Diego,"$4,094,290","7,237,628 Dollars",,5%
5478,Shrimpssecurity,Government Services,2011,357,OH,Moscow,"$4,064,177","2,005,440 Dollars",,8%
5479,Rawfishcomplete,IT Services,2005,165,MN,Carlsbad,"$12,405,735","3,330,1074 Dollars",,78%
5480,Buretteadmirable,Financial Services,2022,395,DC,Farmers Branch,"$12,447,067","9,331,666 Dollars",,13%
5481,Inventtremendous,IT Services,2005,381,CA,Silver Spring,"$6,453,771","7,065,588 Dollars",,66%
5482,Overviewparrot,Health,2022,175,ME,Florence,"$296,575","2,563,745 Dollars",,5%
5483,Belaguerra,IT Services,2016,353,MN,Oshkosh,"$503,998","765,869 Dollars",,87%
5484,Allpossible,Health,2014,199,TX,Twinsburg,"$13,472,918","5,929,1074 Dollars",,2%
5485,Comparejson,IT Services,2011,345,MI,Plymouth Meeting,"$18,537,824","1,417,902 Dollars",,70%
5486,Pickledcanoeing,Government Services,2014,137,CA,henderson,"$13,600,243","3,439,474 Dollars",,13%
5487,Assurehelp,Retail,2018,134,WI,Greensboro,"$4,093,534","6,500,946 Dollars",,15%
5488,Shrimpssecurity,Health,2006,242,OH,Falls Church,"$1,934,912","7,237,629 Dollars",,12%
5489,Rawfishcomplete,Retail,2019,340,PA,Germantown,"$18,534,684","2,005,441 Dollars",,14%
5490,Buretteadmirable,Financial Services,2021,59,NV,Houston,"$10,238,782","3,330,1075 Dollars",,9%
5491,Inventtremendous,IT Services,2013,418,NC,Glendale Heights,"$4,233,777","9,331,667 Dollars",,84%
5492,Overviewparrot,IT Services,2014,248,VA,Medina,"$17,316,352","7,065,589 Dollars",,65%
5493,Belaguerra,Government Services,2009,409,MD,Minneapolis,"$3,846,282","2,563,746 Dollars",,8%
5494,Allpossible,IT Services,2013,302,TX,Washington,"$596,011","765,870 Dollars",,84%
5495,Comparejson,IT Services,2007,316,IL,Los Angeles,"$8,998,685","5,929,1075 Dollars",,70%
5496,Pickledcanoeing,Retail,2009,361,OH,Portland,"$16,349,067","1,417,903 Dollars",,15%
5497,Assurehelp,Retail,2015,238,MN,Woodbury,"$13,696,637","3,439,475 Dollars",,15%
5498,Shrimpssecurity,Retail,2015,437,DC,Fort Worth,"$4,029,540","6,500,947 Dollars",,13%
5499,Rawfishcomplete,IT Services,2018,137,CA,Troy,"$5,861,029","7,237,630 Dollars",,70%
5500,Buretteadmirable,IT Services,2021,396,ME,Los Angeles,"$14,346,141","2,005,442 Dollars",,87%
5501,Inventtremendous,IT Services,2011,141,MN,Franklin,"$551,182","3,330,1076 Dollars",,62%
5502,Overviewparrot,Construction,2010,256,TX,Newtown Square,"$11,895,684","9,331,668 Dollars",,8%
5503,Belaguerra,IT Services,2014,140,MI,Greenville,"$11,499,993","7,065,590 Dollars",,60%
5504,Allpossible,Government Services,2014,446,CA,Orange,"$16,199,750","2,563,747 Dollars",,11%
5505,Comparejson,Construction,2009,208,WI,Madison,"$11,069,282","765,871 Dollars",,2%
5506,Pickledcanoeing,Government Services,2014,415,OH,Manalapan,"$10,618,984","5,929,1076 Dollars",,13%
5507,Assurehelp,Financial Services,2010,450,PA,Clayton,"$11,235,312","1,417,904 Dollars",,5%
5508,Shrimpssecurity,Health,2013,107,NV,Woodside,"$1,328,986","3,439,476 Dollars",,27%
5509,Rawfishcomplete,Health,2020,408,NC,San Ramon,"$19,599,617","6,500,948 Dollars",,8%
5510,Buretteadmirable,Health,2014,484,VA,Boca Raton,"$18,452,168","7,237,631 Dollars",,18%
5511,Inventtremendous,IT Services,2011,418,MD,New York,"$2,289,296","2,005,443 Dollars",,86%
5512,Overviewparrot,Construction,2006,463,TX,Bellevue,"$16,850,302","3,330,1077 Dollars",,7%
5513,Belaguerra,IT Services,2021,343,IL,Flowood,"$10,617,606","9,331,669 Dollars",,70%
5514,Allpossible,Health,2013,63,OH,San Ramon,"$15,339,942","7,065,591 Dollars",,21%
5515,Comparejson,IT Services,2016,452,MN,Louisville,"$9,563,410","2,563,748 Dollars",,81%
5516,Pickledcanoeing,Government Services,2009,42,DC,Clayton,"$19,393,176","765,872 Dollars",,8%
5517,Assurehelp,Construction,2022,363,CA,Iselin,"$15,269,785","5,929,1077 Dollars",,1%
5518,Shrimpssecurity,IT Services,2014,275,ME,Suffolk,"$3,907,720","1,417,905 Dollars",,87%
5519,Rawfishcomplete,Government Services,2019,462,MN,Monroe,"$697,339","3,439,477 Dollars",,13%
5520,Buretteadmirable,IT Services,2013,131,TX,Durham,"$229,071","6,500,949 Dollars",,88%
5521,Inventtremendous,Financial Services,2015,241,MI,Huntsville,"$15,758,787","7,237,632 Dollars",,14%
5522,Overviewparrot,Retail,2012,438,CA,McLean,"$11,274,095","2,005,444 Dollars",,12%
5523,Belaguerra,Financial Services,2015,57,WI,Columbia,"$993,603","3,330,1078 Dollars",,15%
5524,Allpossible,Construction,2009,193,OH,Collingswood,"$5,873,285","9,331,670 Dollars",,8%
5525,Comparejson,Financial Services,2008,349,PA,Houston,"$19,456,485","7,065,592 Dollars",,6%
5526,Pickledcanoeing,Financial Services,2016,127,NV,Dacula,"$2,687,607","2,563,749 Dollars",,13%
5527,Assurehelp,Construction,2017,33,NC,Tampa,"$12,567,414","765,873 Dollars",,9%
5528,Shrimpssecurity,Health,2008,312,VA,Cary,"$3,708,308","5,929,1078 Dollars",,25%
5529,Rawfishcomplete,IT Services,2006,134,MD,South Jordan,"$15,861,776","1,417,906 Dollars",,85%
5530,Buretteadmirable,Health,2014,400,TX,Scottsdale,"$13,179,018","3,439,478 Dollars",,17%
5531,Inventtremendous,IT Services,2011,88,IL,Vienna,"$19,635,302","6,500,950 Dollars",,85%
5532,Overviewparrot,Financial Services,2009,337,OH,Franklin,"$17,005,829","7,237,633 Dollars",,12%
5533,Belaguerra,IT Services,2014,445,MN,Des Plaines,"$15,202,929","2,005,445 Dollars",,72%
5534,Allpossible,Government Services,2015,315,DC,Newport Beach,"$12,314,222","3,330,1079 Dollars",,11%
5535,Comparejson,Health,2015,456,CA,Houston,"$15,440,092","9,331,671 Dollars",,9%
5536,Pickledcanoeing,Financial Services,2014,296,ME,Dallas,"$4,927,418","7,065,593 Dollars",,6%
5537,Assurehelp,IT Services,2022,433,MN,Seattle,"$732,141","2,563,750 Dollars",,75%
5538,Shrimpssecurity,IT Services,2011,294,TX,Columbia,"$18,283,134","765,874 Dollars",,63%
5539,Rawfishcomplete,Government Services,2011,110,MI,Davenport,"$3,938,044","5,929,1079 Dollars",,13%
5540,Buretteadmirable,Health,2020,270,CA,West Hollywood,"$15,570,236","1,417,907 Dollars",,27%
5541,Inventtremendous,Financial Services,2012,207,WI,Duluth,"$5,103,638","3,439,479 Dollars",,15%
5542,Overviewparrot,Health,2012,170,OH,West Hartford,"$2,643,565","6,500,951 Dollars",,4%
5543,Belaguerra,Health,2006,4,PA,Reston,"$1,160,110","7,237,634 Dollars",,23%
5544,Allpossible,Health,2017,205,NV,Franklin,"$4,246,502","2,005,446 Dollars",,7%
5545,Comparejson,Government Services,2014,138,NC,Lisbon Falls,"$17,095,486","3,330,1080 Dollars",,10%
5546,Pickledcanoeing,IT Services,2022,204,VA,Midlothian,"$16,755,593","9,331,672 Dollars",,63%
5547,Assurehelp,Construction,2021,255,MD,San Diego,"$7,746,830","7,065,594 Dollars",,27%
5548,Shrimpssecurity,Health,2022,159,TX,Silver Spring,"$16,345,677","2,563,751 Dollars",,12%
5549,Rawfishcomplete,Health,2009,416,IL,Carlsbad,"$10,801,387","765,875 Dollars",,21%
5550,Buretteadmirable,Financial Services,2006,8,OH,O'Fallon,"$8,380,692","5,929,1080 Dollars",,9%
5551,Inventtremendous,Construction,2011,498,MN,Virginia Beach,"$1,909,385","1,417,908 Dollars",,21%
5552,Overviewparrot,Government Services,2020,1,DC,Star City,"$11,906,195","3,439,480 Dollars",,13%
5553,Belaguerra,Government Services,2017,318,CA,Philadelphia,"$13,727,920","6,500,952 Dollars",,6%
